platform,processor,num_threads,0,1,2
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,188,0.032223041000008834,0.03252243995666504
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,189,0.03205802099999744,0.032236576080322266
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,190,0.031890728000007584,0.032103776931762695
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,191,0.03191778299999726,0.03209519386291504
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,192,0.032049362000009296,0.03227376937866211
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,193,0.03210481299998946,0.03233623504638672
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,194,0.03172011600000246,0.031954050064086914
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,195,0.03174543199999391,0.031894683837890625
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,196,0.031335980999998014,0.031560659408569336
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,197,0.031518723999994336,0.03179025650024414
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,198,0.03145715200000154,0.03171968460083008
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,199,0.03326980999999307,0.03350067138671875
Linux-4.18.0-553.134.1.el8_10.x86_64-x86_64-with-glibc2.28,x86_64,64,200,0.031530656000001045,0.031653404235839844
